Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
2012,5,0.675,0.133,0.022,-0.743,-0.792,-1.606,-1.665,-0.766,1.798,1.628,0.111,0.059,0.440,6.590,-2.097,0
2012,6,0.640,0.230,0.104,-0.654,-0.706,-1.517,-1.586,-0.678,1.816,1.621,0.126,0.069,0.440,6.670,-2.017,0
2012,7,0.395,0.059,-0.071,-0.850,-0.898,-1.726,-1.788,-0.864,1.847,1.655,0.130,0.062,0.370,6.590,-2.014,0
2012,8,0.364,0.099,0.002,-0.764,-0.818,-1.639,-1.693,-0.797,1.792,1.641,0.097,0.054,0.430,6.620,-1.855,0
2012,9,0.332,0.098,0.016,-0.737,-0.785,-1.587,-1.639,-0.770,1.737,1.603,0.082,0.052,0.460,6.670,-1.903,0
2012,10,0.474,0.124,0.039,-0.698,-0.743,-1.526,-1.566,-0.721,1.690,1.565,0.085,0.040,0.520,6.710,-1.964,0
2012,11,0.649,0.216,0.109,-0.637,-0.686,-1.480,-1.524,-0.654,1.741,1.589,0.108,0.044,0.430,6.660,-2.004,0
2012,12,0.642,0.055,-0.069,-0.829,-0.868,-1.667,-1.741,-0.843,1.796,1.598,0.125,0.074,0.340,6.570,-2.033,0
2013,1,0.350,-0.017,-0.112,-0.877,-0.920,-1.727,-1.781,-0.899,1.764,1.615,0.095,0.053,0.280,6.520,-2.099,0
2013,2,0.365,-0.081,-0.165,-0.925,-0.968,-1.771,-1.831,-0.956,1.750,1.606,0.084,0.060,0.340,6.550,-2.140,0
2013,3,0.388,-0.004,-0.077,-0.855,-0.900,-1.724,-1.776,-0.890,1.772,1.647,0.073,0.052,0.290,6.460,-2.217,0
2013,4,0.419,0.062,-0.037,-0.810,-0.856,-1.676,-1.735,-0.836,1.797,1.639,0.099,0.059,0.330,6.560,-1.979,0
2013,5,0.472,0.105,-0.002,-0.772,-0.821,-1.641,-1.683,-0.789,1.788,1.639,0.107,0.042,0.370,6.610,-2.057,0
2013,6,0.500,0.020,-0.093,-0.868,-0.917,-1.741,-1.810,-0.895,1.830,1.648,0.113,0.069,0.320,6.570,-2.078,0
2013,7,0.363,0.040,-0.068,-0.837,-0.885,-1.703,-1.751,-0.855,1.791,1.635,0.108,0.048,0.320,6.530,-2.197,0
2013,8,0.483,0.110,0.022,-0.730,-0.776,-1.575,-1.641,-0.766,1.750,1.597,0.087,0.066,0.370,6.600,-1.903,0
2013,9,0.424,0.148,0.074,-0.665,-0.712,-1.498,-1.540,-0.696,1.688,1.572,0.074,0.042,0.410,6.600,-1.798,0
2013,10,0.517,0.185,0.117,-0.625,-0.670,-1.457,-1.492,-0.654,1.677,1.574,0.067,0.035,0.430,6.680,-1.706,0
2013,11,0.484,0.122,0.021,-0.736,-0.779,-1.580,-1.628,-0.753,1.750,1.601,0.101,0.048,0.440,6.660,-1.938,0
2013,12,0.456,0.047,-0.061,-0.845,-0.888,-1.715,-1.763,-0.858,1.811,1.655,0.108,0.048,0.340,6.620,-2.083,0
2014,1,0.431,0.022,-0.084,-0.892,-0.930,-1.776,-1.853,-0.916,1.875,1.692,0.106,0.077,0.340,6.600,-2.460,0
2014,2,0.459,0.055,-0.032,-0.802,-0.849,-1.666,-1.721,-0.833,1.776,1.634,0.086,0.056,0.300,6.550,-2.117,0
2014,3,0.520,0.102,0.023,-0.781,-0.823,-1.669,-1.730,-0.814,1.831,1.692,0.079,0.061,0.360,6.620,-2.229,0
2014,4,0.543,0.127,0.024,-0.744,-0.791,-1.607,-1.649,-0.761,1.776,1.631,0.103,0.042,0.300,6.560,-1.931,0
2014,5,0.398,0.107,-0.010,-0.780,-0.831,-1.651,-1.700,-0.796,1.807,1.641,0.118,0.049,0.320,6.560,-2.038,0
2014,6,0.409,0.136,0.007,-0.753,-0.802,-1.610,-1.660,-0.762,1.796,1.617,0.129,0.050,0.350,6.580,-1.957,0
2014,7,0.456,0.117,0.004,-0.753,-0.798,-1.601,-1.656,-0.769,1.773,1.606,0.113,0.054,0.350,6.560,-1.997,0
2014,8,0.553,0.194,0.105,-0.649,-0.700,-1.505,-1.554,-0.680,1.748,1.611,0.088,0.049,0.390,6.600,-1.996,0
2014,9,0.481,0.276,0.193,-0.556,-0.608,-1.408,-1.448,-0.586,1.724,1.601,0.083,0.040,0.430,6.690,-1.896,0
2014,10,0.462,0.163,0.080,-0.675,-0.729,-1.539,-1.573,-0.705,1.736,1.619,0.083,0.034,0.400,6.620,-1.984,0
2014,11,0.313,0.122,0.030,-0.729,-0.780,-1.591,-1.647,-0.762,1.769,1.621,0.092,0.056,0.440,6.650,-2.100,0
2014,12,0.531,0.151,0.045,-0.733,-0.774,-1.594,-1.653,-0.751,1.804,1.639,0.106,0.059,0.440,6.680,-1.963,0
2015,1,0.485,0.090,-0.027,-0.796,-0.840,-1.653,-1.730,-0.820,1.820,1.626,0.117,0.077,0.380,6.610,-2.124,0
2015,2,0.406,0.063,-0.027,-0.794,-0.844,-1.662,-1.750,-0.843,1.813,1.635,0.090,0.088,0.320,6.540,-2.295,0
2015,3,0.494,0.018,-0.062,-0.829,-0.871,-1.681,-1.731,-0.856,1.749,1.619,0.080,0.050,0.340,6.560,-1.990,0
2015,4,0.425,0.050,-0.040,-0.807,-0.854,-1.668,-1.722,-0.836,1.772,1.628,0.090,0.054,0.320,6.570,-2.052,0
2015,5,0.403,0.116,0.001,-0.759,-0.804,-1.609,-1.668,-0.776,1.784,1.610,0.115,0.059,0.390,6.620,-2.055,0
2015,6,0.304,0.051,-0.084,-0.856,-0.901,-1.718,-1.773,-0.861,1.824,1.634,0.135,0.055,0.420,6.610,-2.134,0
2015,7,0.484,0.132,0.009,-0.769,-0.816,-1.641,-1.716,-0.792,1.848,1.650,0.123,0.075,0.410,6.610,-2.096,0
2015,8,0.486,0.155,0.066,-0.715,-0.767,-1.600,-1.662,-0.753,1.817,1.666,0.089,0.062,0.380,6.570,-1.931,0
2015,9,0.698,0.198,0.140,-0.628,-0.677,-1.493,-1.539,-0.670,1.737,1.633,0.058,0.045,0.410,6.610,-1.964,0
2015,10,0.880,0.389,0.307,-0.457,-0.506,-1.320,-1.368,-0.489,1.757,1.627,0.082,0.048,0.550,6.720,-1.804,0
2015,11,0.503,0.227,0.139,-0.618,-0.664,-1.468,-1.509,-0.641,1.736,1.607,0.088,0.041,0.490,6.680,-1.866,0
2015,12,0.337,0.167,0.070,-0.688,-0.739,-1.547,-1.597,-0.715,1.765,1.617,0.098,0.050,0.510,6.720,-1.956,0
2016,1,0.439,0.110,0.003,-0.752,-0.793,-1.590,-1.668,-0.779,1.778,1.593,0.107,0.078,0.430,6.670,-2.040,0
2016,2,0.475,0.026,-0.054,-0.822,-0.869,-1.684,-1.741,-0.857,1.767,1.630,0.080,0.057,0.430,6.610,-2.229,0
2016,3,0.322,0.028,-0.041,-0.802,-0.848,-1.655,-1.707,-0.839,1.735,1.614,0.069,0.052,0.350,6.530,-2.166,0
2016,4,0.370,0.131,0.036,-0.729,-0.777,-1.591,-1.633,-0.751,1.764,1.627,0.095,0.042,0.360,6.580,-2.178,0
2016,5,0.570,0.142,0.036,-0.738,-0.788,-1.612,-1.653,-0.755,1.795,1.648,0.106,0.041,0.380,6.590,-1.956,0
2016,6,0.540,0.240,0.116,-0.664,-0.715,-1.547,-1.615,-0.687,1.855,1.663,0.124,0.068,0.450,6.660,-1.908,0
2016,7,0.445,0.074,-0.049,-0.844,-0.894,-1.739,-1.817,-0.872,1.891,1.690,0.123,0.078,0.410,6.640,-2.032,0
2016,8,0.366,0.112,0.017,-0.756,-0.807,-1.632,-1.686,-0.787,1.798,1.649,0.095,0.054,0.410,6.630,-2.004,0
2016,9,0.472,0.152,0.068,-0.683,-0.728,-1.524,-1.577,-0.712,1.729,1.592,0.084,0.053,0.440,6.690,-1.968,0
2016,10,1.070,0.343,0.240,-0.513,-0.566,-1.373,-1.432,-0.544,1.775,1.613,0.103,0.059,0.610,6.780,-1.725,0
2016,11,0.655,0.228,0.129,-0.627,-0.675,-1.479,-1.522,-0.647,1.750,1.608,0.099,0.043,0.500,6.680,-1.870,0
2016,12,0.544,0.132,0.018,-0.754,-0.798,-1.614,-1.673,-0.770,1.805,1.632,0.114,0.059,0.410,6.670,-2.101,0
2017,1,0.385,-0.001,-0.112,-0.895,-0.939,-1.767,-1.834,-0.917,1.833,1.655,0.111,0.067,0.360,6.570,-2.170,0
2017,2,0.183,-0.032,-0.112,-0.892,-0.936,-1.760,-1.808,-0.920,1.776,1.648,0.080,0.048,0.340,6.560,-2.275,0
2017,3,0.508,-0.028,-0.105,-0.895,-0.937,-1.769,-1.817,-0.922,1.789,1.664,0.077,0.048,0.370,6.530,-2.156,0
2017,4,0.530,0.144,0.032,-0.761,-0.809,-1.650,-1.695,-0.775,1.839,1.682,0.112,0.045,0.300,6.560,-2.064,0
2017,5,0.425,0.099,-0.026,-0.818,-0.870,-1.714,-1.776,-0.839,1.875,1.688,0.125,0.062,0.310,6.560,-2.257,0
2017,6,0.443,0.132,0.014,-0.755,-0.805,-1.624,-1.691,-0.779,1.823,1.638,0.118,0.067,0.390,6.560,-2.161,0
2017,7,0.450,0.076,-0.042,-0.807,-0.855,-1.669,-1.734,-0.829,1.810,1.627,0.118,0.065,0.420,6.590,-2.040,0
2017,8,0.409,0.167,0.065,-0.679,-0.727,-1.520,-1.576,-0.705,1.743,1.585,0.102,0.056,0.420,6.670,-1.964,0
2017,9,1.246,0.334,0.243,-0.505,-0.552,-1.347,-1.400,-0.533,1.734,1.590,0.091,0.053,0.570,6.740,-1.741,0
2017,10,0.464,0.200,0.122,-0.615,-0.658,-1.439,-1.474,-0.637,1.674,1.561,0.078,0.035,0.470,6.710,-1.740,0
2017,11,0.558,0.168,0.078,-0.690,-0.724,-1.527,-1.571,-0.701,1.739,1.605,0.090,0.044,0.430,6.620,-1.894,0
2017,12,0.625,0.087,-0.030,-0.823,-0.862,-1.693,-1.754,-0.833,1.841,1.663,0.117,0.061,0.430,6.660,-2.145,0
2018,1,0.603,0.006,-0.117,-0.918,-0.959,-1.802,-1.858,-0.926,1.864,1.685,0.123,0.056,0.330,6.580,-2.108,0
2018,2,0.453,-0.010,-0.097,-0.872,-0.911,-1.725,-1.788,-0.899,1.778,1.628,0.087,0.063,0.340,6.580,-2.093,0
2018,3,0.376,0.124,0.046,-0.731,-0.776,-1.598,-1.657,-0.766,1.781,1.644,0.078,0.059,0.440,6.600,-2.187,0
2018,4,0.345,0.050,-0.051,-0.820,-0.863,-1.676,-1.728,-0.839,1.778,1.625,0.101,0.052,0.390,6.580,-2.288,0
2018,5,0.349,0.063,-0.056,-0.826,-0.872,-1.688,-1.736,-0.836,1.799,1.632,0.119,0.048,0.400,6.610,-1.931,0
2018,6,0.440,0.061,-0.070,-0.835,-0.883,-1.695,-1.751,-0.845,1.812,1.625,0.131,0.056,0.360,6.550,-2.055,0
2018,7,0.560,0.145,0.016,-0.733,-0.781,-1.578,-1.641,-0.748,1.786,1.594,0.129,0.063,0.340,6.600,-2.007,0
2018,8,0.449,0.087,-0.019,-0.787,-0.836,-1.653,-1.708,-0.810,1.795,1.634,0.106,0.055,0.370,6.560,-2.116,0
2018,9,0.539,0.200,0.109,-0.641,-0.687,-1.484,-1.542,-0.671,1.742,1.593,0.091,0.058,0.410,6.630,-1.898,0
2018,10,0.510,0.190,0.096,-0.645,-0.694,-1.484,-1.545,-0.678,1.735,1.580,0.094,0.061,0.420,6.630,-1.963,0
2018,11,0.906,0.254,0.135,-0.624,-0.668,-1.471,-1.531,-0.638,1.785,1.606,0.119,0.060,0.440,6.700,-1.875,0
2018,12,0.666,0.148,0.037,-0.729,-0.779,-1.596,-1.661,-0.756,1.809,1.633,0.111,0.065,0.390,6.630,-2.330,0
2019,1,0.439,0.040,-0.056,-0.821,-0.868,-1.680,-1.740,-0.850,1.780,1.624,0.096,0.060,0.400,6.580,-2.228,0
2019,2,0.685,0.133,0.032,-0.738,-0.781,-1.595,-1.655,-0.761,1.788,1.627,0.101,0.060,0.330,6.560,-2.028,0
2019,3,0.506,0.138,0.053,-0.692,-0.739,-1.532,-1.594,-0.728,1.732,1.585,0.085,0.062,0.360,6.610,-2.001,0
2019,4,0.422,0.106,0.012,-0.744,-0.790,-1.593,-1.646,-0.770,1.752,1.605,0.094,0.053,0.320,6.510,-2.052,0
2019,5,0.438,0.158,0.039,-0.712,-0.762,-1.563,-1.614,-0.728,1.772,1.602,0.119,0.051,0.390,6.580,-1.918,0
2019,6,0.487,0.202,0.052,-0.705,-0.751,-1.554,-1.610,-0.704,1.812,1.606,0.150,0.056,0.390,6.590,-1.783,0
2019,7,0.571,0.224,0.084,-0.672,-0.722,-1.528,-1.600,-0.688,1.824,1.612,0.140,0.072,0.380,6.600,-1.869,0
2019,8,0.701,0.222,0.112,-0.657,-0.706,-1.525,-1.579,-0.678,1.801,1.637,0.110,0.054,0.370,6.620,-1.705,0
2019,9,0.655,0.315,0.212,-0.544,-0.587,-1.387,-1.463,-0.574,1.778,1.599,0.103,0.076,0.530,6.700,-1.992,0
2019,10,0.619,0.337,0.244,-0.507,-0.554,-1.351,-1.390,-0.526,1.727,1.595,0.093,0.039,0.580,6.720,-1.861,0
2019,11,0.628,0.314,0.195,-0.550,-0.595,-1.386,-1.441,-0.563,1.755,1.581,0.119,0.055,0.520,6.700,-2.047,0
2019,12,0.687,0.137,0.016,-0.731,-0.774,-1.563,-1.613,-0.738,1.750,1.579,0.121,0.050,0.470,6.650,-1.886,0
2020,1,0.432,0.062,-0.056,-0.808,-0.846,-1.637,-1.714,-0.826,1.776,1.581,0.118,0.077,0.400,6.660,-2.087,0
2020,2,0.370,0.071,-0.028,-0.793,-0.832,-1.636,-1.688,-0.809,1.759,1.608,0.099,0.052,0.400,6.590,-2.278,0
2020,3,0.313,0.050,-0.033,-0.781,-0.824,-1.615,-1.675,-0.812,1.725,1.582,0.083,0.060,0.300,6.540,-2.152,0
2020,4,0.496,0.161,0.046,-0.707,-0.761,-1.569,-1.622,-0.730,1.783,1.615,0.115,0.053,0.350,6.620,-1.886,0
2020,5,0.529,0.161,0.043,-0.723,-0.770,-1.584,-1.634,-0.737,1.795,1.627,0.118,0.050,0.330,6.580,-2.134,0
2020,6,0.431,0.197,0.069,-0.690,-0.739,-1.547,-1.608,-0.705,1.805,1.616,0.128,0.061,0.370,6.620,-1.997,0
2020,7,0.481,0.213,0.075,-0.687,-0.737,-1.550,-1.608,-0.697,1.821,1.625,0.138,0.058,0.400,6.600,-1.814,0
2020,8,0.511,0.214,0.090,-0.667,-0.721,-1.532,-1.585,-0.685,1.799,1.622,0.124,0.053,0.380,6.630,-1.849,0
2020,9,0.713,0.327,0.215,-0.515,-0.561,-1.336,-1.395,-0.534,1.722,1.551,0.112,0.059,0.470,6.720,-1.721,0
2020,10,0.737,0.322,0.225,-0.505,-0.549,-1.323,-1.362,-0.520,1.684,1.548,0.097,0.039,0.530,6.700,-1.721,0
2020,11,0.719,0.262,0.149,-0.584,-0.630,-1.409,-1.470,-0.604,1.732,1.558,0.113,0.061,0.500,6.700,-1.821,0
2020,12,0.682,0.107,-0.041,-0.778,-0.824,-1.606,-1.674,-0.783,1.781,1.565,0.148,0.068,0.380,6.600,-2.006,0
