Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
2014,3,0.407,0.029,-0.049,-0.762,-0.783,-1.516,-1.561,-0.766,1.590,1.467,0.078,0.045,0.770,7.190,-1.938,0
2014,4,0.766,0.137,0.039,-0.655,-0.682,-1.403,-1.471,-0.667,1.608,1.442,0.098,0.068,0.710,7.100,-1.815,0
2014,5,0.518,0.164,0.067,-0.625,-0.652,-1.370,-1.435,-0.636,1.599,1.437,0.097,0.065,0.720,7.130,-1.676,0
2014,6,0.496,0.174,0.073,-0.607,-0.635,-1.344,-1.402,-0.614,1.576,1.417,0.101,0.058,0.690,7.120,-1.690,0
2014,7,0.410,0.124,0.031,-0.649,-0.679,-1.388,-1.453,-0.665,1.577,1.419,0.093,0.065,0.640,7.160,-1.740,0
2014,8,0.596,0.191,0.102,-0.590,-0.616,-1.333,-1.376,-0.593,1.567,1.435,0.089,0.043,0.670,7.130,-1.673,0
2014,9,0.573,0.201,0.109,-0.590,-0.615,-1.338,-1.377,-0.588,1.578,1.447,0.092,0.039,0.710,7.170,-1.714,0
2014,10,0.437,0.196,0.126,-0.569,-0.604,-1.333,-1.388,-0.596,1.583,1.458,0.070,0.055,0.670,7.170,-1.819,0
2014,11,0.499,0.067,-0.033,-0.727,-0.758,-1.483,-1.562,-0.748,1.629,1.450,0.100,0.079,0.780,7.200,-2.008,0
2014,12,0.656,0.133,0.027,-0.680,-0.700,-1.426,-1.506,-0.686,1.639,1.453,0.106,0.079,0.750,7.170,-1.873,0
2015,1,0.521,-0.055,-0.173,-0.859,-0.878,-1.583,-1.668,-0.862,1.613,1.410,0.118,0.085,0.690,7.140,-2.115,0
2015,2,0.413,-0.037,-0.141,-0.830,-0.851,-1.560,-1.620,-0.829,1.583,1.419,0.104,0.060,0.740,7.110,-2.420,0
2015,3,0.435,-0.110,-0.192,-0.872,-0.891,-1.590,-1.646,-0.878,1.536,1.398,0.082,0.056,0.720,7.180,-2.112,0
2015,4,0.599,0.034,-0.038,-0.732,-0.756,-1.473,-1.530,-0.748,1.564,1.435,0.072,0.057,0.790,7.140,-1.865,0
2015,5,0.362,0.017,-0.082,-0.777,-0.804,-1.526,-1.573,-0.778,1.590,1.444,0.099,0.047,0.740,7.190,-1.811,0
2015,6,0.364,0.155,0.052,-0.640,-0.665,-1.382,-1.435,-0.640,1.590,1.434,0.103,0.053,0.760,7.230,-1.640,0
2015,7,0.400,0.199,0.102,-0.594,-0.626,-1.353,-1.404,-0.603,1.603,1.455,0.097,0.051,0.650,7.180,-1.626,0
2015,8,0.370,0.171,0.101,-0.618,-0.647,-1.396,-1.448,-0.639,1.619,1.497,0.070,0.052,0.690,7.210,-1.813,0
2015,9,0.545,0.196,0.132,-0.579,-0.607,-1.345,-1.388,-0.596,1.584,1.477,0.064,0.043,0.710,7.230,-1.809,0
2015,10,0.715,0.208,0.129,-0.579,-0.610,-1.348,-1.411,-0.602,1.619,1.477,0.079,0.063,0.780,7.190,-1.850,0
2015,11,0.523,0.081,0.004,-0.697,-0.723,-1.449,-1.511,-0.715,1.592,1.453,0.077,0.062,0.790,7.190,-1.861,0
2015,12,0.489,0.094,0.001,-0.699,-0.723,-1.446,-1.525,-0.716,1.619,1.447,0.093,0.079,0.810,7.200,-1.999,0
2016,1,0.860,0.059,-0.037,-0.725,-0.744,-1.450,-1.540,-0.741,1.599,1.413,0.096,0.090,0.840,7.140,-2.263,0
2016,2,0.883,0.038,-0.066,-0.761,-0.791,-1.515,-1.581,-0.772,1.619,1.449,0.104,0.066,0.730,7.180,-2.253,0
2016,3,0.457,0.042,-0.028,-0.711,-0.743,-1.457,-1.514,-0.736,1.556,1.429,0.070,0.057,0.760,7.150,-1.924,0
2016,4,0.610,0.102,0.026,-0.675,-0.701,-1.428,-1.516,-0.707,1.618,1.454,0.076,0.088,0.680,7.100,-2.233,0
2016,5,0.720,0.110,0.034,-0.678,-0.705,-1.443,-1.513,-0.702,1.623,1.477,0.076,0.070,0.730,7.150,-1.770,0
2016,6,0.535,0.150,0.057,-0.663,-0.691,-1.439,-1.508,-0.679,1.658,1.496,0.093,0.069,0.670,7.220,-1.820,0
2016,7,0.364,0.168,0.070,-0.649,-0.677,-1.424,-1.484,-0.658,1.652,1.494,0.098,0.060,0.740,7.210,-1.774,0
2016,8,0.420,0.136,0.055,-0.660,-0.686,-1.427,-1.477,-0.671,1.613,1.482,0.081,0.050,0.710,7.220,-1.695,0
2016,9,0.550,0.205,0.142,-0.558,-0.585,-1.311,-1.366,-0.581,1.571,1.453,0.063,0.055,0.780,7.220,-1.738,0
2016,10,0.559,0.161,0.075,-0.625,-0.653,-1.381,-1.442,-0.641,1.603,1.456,0.086,0.061,0.830,7.240,-1.755,0
2016,11,0.500,0.067,-0.040,-0.732,-0.758,-1.476,-1.545,-0.739,1.612,1.436,0.107,0.069,0.810,7.210,-2.027,0
2016,12,0.461,-0.003,-0.106,-0.807,-0.836,-1.565,-1.655,-0.829,1.652,1.459,0.103,0.090,0.790,7.140,-2.288,0
2017,1,0.742,0.083,-0.038,-0.747,-0.771,-1.505,-1.583,-0.750,1.666,1.467,0.121,0.078,0.780,7.180,-2.102,0
2017,2,0.380,0.015,-0.076,-0.780,-0.806,-1.536,-1.610,-0.798,1.625,1.460,0.091,0.074,0.820,7.150,-2.290,0
2017,3,0.777,-0.039,-0.135,-0.861,-0.888,-1.640,-1.733,-0.886,1.694,1.505,0.096,0.093,0.780,7.170,-2.202,0
2017,4,0.660,0.181,0.085,-0.624,-0.656,-1.397,-1.457,-0.638,1.638,1.482,0.096,0.060,0.760,7.120,-1.806,0
2017,5,0.724,0.213,0.133,-0.571,-0.602,-1.337,-1.402,-0.595,1.615,1.470,0.080,0.065,0.740,7.090,-1.641,0
2017,6,0.512,0.171,0.080,-0.623,-0.654,-1.388,-1.453,-0.641,1.624,1.468,0.091,0.065,0.680,7.170,-1.810,0
2017,7,0.602,0.201,0.104,-0.587,-0.620,-1.343,-1.391,-0.595,1.592,1.447,0.097,0.048,0.790,7.200,-1.613,0
2017,8,0.356,0.159,0.080,-0.604,-0.631,-1.343,-1.385,-0.613,1.544,1.423,0.079,0.042,0.720,7.200,-1.682,0
2017,9,0.579,0.188,0.115,-0.562,-0.595,-1.304,-1.341,-0.577,1.529,1.419,0.073,0.037,0.780,7.180,-1.729,0
2017,10,0.626,0.168,0.071,-0.611,-0.644,-1.359,-1.420,-0.626,1.588,1.430,0.097,0.061,0.760,7.160,-1.761,0
2017,11,0.645,0.158,0.059,-0.648,-0.670,-1.398,-1.466,-0.654,1.624,1.457,0.099,0.068,0.800,7.130,-1.805,0
2017,12,0.670,0.037,-0.097,-0.808,-0.831,-1.565,-1.640,-0.802,1.677,1.468,0.134,0.075,0.780,7.210,-2.159,0
2018,1,0.726,-0.017,-0.159,-0.876,-0.890,-1.621,-1.681,-0.849,1.664,1.462,0.142,0.060,0.740,7.120,-2.551,0
2018,2,0.238,-0.034,-0.126,-0.806,-0.830,-1.534,-1.607,-0.821,1.573,1.408,0.092,0.073,0.750,7.080,-2.075,0
2018,3,0.867,0.225,0.135,-0.568,-0.593,-1.321,-1.390,-0.583,1.615,1.456,0.090,0.069,0.820,7.150,-1.922,0
2018,4,0.714,0.096,0.017,-0.676,-0.709,-1.435,-1.513,-0.709,1.609,1.452,0.079,0.078,0.710,7.150,-1.815,0
2018,5,0.542,0.143,0.046,-0.643,-0.668,-1.381,-1.444,-0.650,1.587,1.427,0.097,0.063,0.750,7.120,-1.693,0
2018,6,0.509,0.223,0.119,-0.565,-0.591,-1.300,-1.358,-0.568,1.581,1.419,0.104,0.058,0.700,7.160,-1.702,0
2018,7,0.459,0.170,0.070,-0.609,-0.632,-1.334,-1.393,-0.612,1.563,1.404,0.100,0.059,0.700,7.170,-1.699,0
2018,8,0.577,0.214,0.121,-0.564,-0.594,-1.309,-1.363,-0.574,1.577,1.430,0.093,0.054,0.700,7.120,-1.624,0
2018,9,0.804,0.295,0.219,-0.481,-0.504,-1.227,-1.274,-0.490,1.569,1.446,0.076,0.047,0.710,7.190,-1.558,0
2018,10,1.011,0.196,0.088,-0.606,-0.636,-1.359,-1.423,-0.614,1.619,1.447,0.108,0.064,0.680,7.130,-1.639,0
2018,11,0.820,0.172,0.039,-0.661,-0.687,-1.413,-1.503,-0.666,1.675,1.452,0.133,0.090,0.810,7.200,-1.970,0
2018,12,0.668,0.174,0.050,-0.652,-0.675,-1.400,-1.470,-0.648,1.644,1.450,0.124,0.070,0.770,7.120,-1.973,0
2019,1,0.740,0.055,-0.062,-0.741,-0.767,-1.471,-1.561,-0.753,1.616,1.409,0.117,0.090,0.810,7.190,-2.446,0
2019,2,0.553,-0.007,-0.118,-0.810,-0.832,-1.546,-1.626,-0.817,1.619,1.428,0.111,0.080,0.690,7.150,-2.033,0
2019,3,0.656,0.036,-0.060,-0.729,-0.756,-1.451,-1.497,-0.731,1.533,1.391,0.096,0.046,0.770,7.140,-2.227,0
2019,4,0.582,0.085,-0.004,-0.673,-0.705,-1.405,-1.475,-0.695,1.560,1.401,0.089,0.070,0.750,7.140,-1.893,0
2019,5,0.509,0.221,0.126,-0.552,-0.579,-1.284,-1.346,-0.563,1.567,1.410,0.095,0.062,0.830,7.130,-1.574,0
2019,6,0.505,0.211,0.110,-0.570,-0.594,-1.297,-1.359,-0.574,1.570,1.407,0.101,0.062,0.700,7.160,-1.601,0
2019,7,0.488,0.222,0.117,-0.573,-0.599,-1.314,-1.373,-0.576,1.595,1.431,0.105,0.059,0.690,7.150,-1.567,0
2019,8,0.471,0.239,0.156,-0.547,-0.578,-1.311,-1.363,-0.562,1.602,1.467,0.083,0.052,0.710,7.180,-1.762,0
2019,9,0.532,0.233,0.161,-0.540,-0.569,-1.299,-1.348,-0.558,1.581,1.460,0.072,0.049,0.750,7.230,-1.690,0
2019,10,0.739,0.312,0.216,-0.470,-0.501,-1.217,-1.277,-0.482,1.589,1.433,0.096,0.060,0.810,7.200,-1.972,0
2019,11,0.593,0.173,0.070,-0.614,-0.644,-1.358,-1.425,-0.626,1.598,1.428,0.103,0.067,0.780,7.220,-2.017,0
2019,12,0.581,0.124,-0.003,-0.669,-0.692,-1.381,-1.490,-0.683,1.614,1.378,0.127,0.109,0.830,7.180,-2.135,0
2020,1,0.450,0.069,-0.043,-0.709,-0.728,-1.413,-1.479,-0.705,1.548,1.370,0.112,0.066,0.770,7.110,-1.935,0
2020,2,0.457,0.052,-0.058,-0.735,-0.762,-1.465,-1.552,-0.750,1.604,1.407,0.110,0.087,0.810,7.200,-2.126,0
2020,3,0.536,0.133,0.045,-0.619,-0.644,-1.333,-1.394,-0.631,1.527,1.378,0.088,0.061,0.770,7.050,-1.882,0
2020,4,0.685,0.195,0.111,-0.568,-0.601,-1.312,-1.373,-0.589,1.568,1.423,0.084,0.061,0.730,7.110,-2.051,0
2020,5,0.635,0.111,0.020,-0.659,-0.690,-1.401,-1.485,-0.687,1.596,1.421,0.091,0.084,0.660,7.120,-2.042,0
2020,6,0.489,0.199,0.100,-0.592,-0.619,-1.338,-1.401,-0.601,1.600,1.438,0.099,0.063,0.740,7.170,-1.589,0
2020,7,0.515,0.245,0.136,-0.548,-0.576,-1.287,-1.355,-0.555,1.600,1.423,0.109,0.068,0.730,7.190,-1.568,0
2020,8,0.470,0.214,0.121,-0.565,-0.595,-1.310,-1.359,-0.573,1.573,1.431,0.093,0.049,0.790,7.210,-1.645,0
2020,9,0.588,0.214,0.129,-0.540,-0.570,-1.269,-1.324,-0.555,1.538,1.398,0.085,0.055,0.750,7.170,-1.655,0
2020,10,0.687,0.182,0.096,-0.578,-0.608,-1.311,-1.361,-0.589,1.543,1.407,0.086,0.050,0.770,7.170,-1.705,0
2020,11,0.583,0.074,-0.031,-0.706,-0.729,-1.426,-1.503,-0.714,1.577,1.395,0.105,0.077,0.830,7.160,-1.883,0
2020,12,0.778,0.128,-0.002,-0.678,-0.696,-1.390,-1.477,-0.674,1.605,1.388,0.130,0.087,0.740,7.170,-1.801,0
