"","Year","Month","Highest","MHHW","MHW","MSL","MTL","MLW","MLLW","DTL","GT","MN","DHQ","DLQ","HWI","LWI","Lowest","Inferred","city","date"
"218",2019,3,0.656,0.036,-0.06,-0.729,-0.756,-1.451,-1.497,-0.731,1.533,1.391,0.096,0.046,0.77,7.14,-2.227,0,"New York",2019-03-01
"219",2019,4,0.582,0.085,-0.004,-0.673,-0.705,-1.405,-1.475,-0.695,1.56,1.401,0.089,0.07,0.75,7.14,-1.893,0,"New York",2019-04-01
"220",2019,5,0.509,0.221,0.126,-0.552,-0.579,-1.284,-1.346,-0.563,1.567,1.41,0.095,0.062,0.83,7.13,-1.574,0,"New York",2019-05-01
"221",2019,6,0.505,0.211,0.11,-0.57,-0.594,-1.297,-1.359,-0.574,1.57,1.407,0.101,0.062,0.7,7.16,-1.601,0,"New York",2019-06-01
"222",2019,7,0.488,0.222,0.117,-0.573,-0.599,-1.314,-1.373,-0.576,1.595,1.431,0.105,0.059,0.69,7.15,-1.567,0,"New York",2019-07-01
"223",2019,8,0.471,0.239,0.156,-0.547,-0.578,-1.311,-1.363,-0.562,1.602,1.467,0.083,0.052,0.71,7.18,-1.762,0,"New York",2019-08-01
"224",2019,9,0.532,0.233,0.161,-0.54,-0.569,-1.299,-1.348,-0.558,1.581,1.46,0.072,0.049,0.75,7.23,-1.69,0,"New York",2019-09-01
"225",2019,10,0.739,0.312,0.216,-0.47,-0.501,-1.217,-1.277,-0.482,1.589,1.433,0.096,0.06,0.81,7.2,-1.972,0,"New York",2019-10-01
"226",2019,11,0.593,0.173,0.07,-0.614,-0.644,-1.358,-1.425,-0.626,1.598,1.428,0.103,0.067,0.78,7.22,-2.017,0,"New York",2019-11-01
"227",2019,12,0.581,0.124,-0.003,-0.669,-0.692,-1.381,-1.49,-0.683,1.614,1.378,0.127,0.109,0.83,7.18,-2.135,0,"New York",2019-12-01
"228",2020,1,0.45,0.069,-0.043,-0.709,-0.728,-1.413,-1.479,-0.705,1.548,1.37,0.112,0.066,0.77,7.11,-1.935,0,"New York",2020-01-01
"229",2020,2,0.457,0.052,-0.058,-0.735,-0.762,-1.465,-1.552,-0.75,1.604,1.407,0.11,0.087,0.81,7.2,-2.126,0,"New York",2020-02-01
"230",2020,3,0.536,0.133,0.045,-0.619,-0.644,-1.333,-1.394,-0.631,1.527,1.378,0.088,0.061,0.77,7.05,-1.882,0,"New York",2020-03-01
"231",2020,4,0.685,0.195,0.111,-0.568,-0.601,-1.312,-1.373,-0.589,1.568,1.423,0.084,0.061,0.73,7.11,-2.051,0,"New York",2020-04-01
"232",2020,5,0.635,0.111,0.02,-0.659,-0.69,-1.401,-1.485,-0.687,1.596,1.421,0.091,0.084,0.66,7.12,-2.042,0,"New York",2020-05-01
"233",2020,6,0.489,0.199,0.1,-0.592,-0.619,-1.338,-1.401,-0.601,1.6,1.438,0.099,0.063,0.74,7.17,-1.589,0,"New York",2020-06-01
"234",2020,7,0.515,0.245,0.136,-0.548,-0.576,-1.287,-1.355,-0.555,1.6,1.423,0.109,0.068,0.73,7.19,-1.568,0,"New York",2020-07-01
"235",2020,8,0.47,0.214,0.121,-0.565,-0.595,-1.31,-1.359,-0.573,1.573,1.431,0.093,0.049,0.79,7.21,-1.645,0,"New York",2020-08-01
"236",2020,9,0.588,0.214,0.129,-0.54,-0.57,-1.269,-1.324,-0.555,1.538,1.398,0.085,0.055,0.75,7.17,-1.655,0,"New York",2020-09-01
"237",2020,10,0.687,0.182,0.096,-0.578,-0.608,-1.311,-1.361,-0.589,1.543,1.407,0.086,0.05,0.77,7.17,-1.705,0,"New York",2020-10-01
"238",2020,11,0.583,0.074,-0.031,-0.706,-0.729,-1.426,-1.503,-0.714,1.577,1.395,0.105,0.077,0.83,7.16,-1.883,0,"New York",2020-11-01
"239",2020,12,0.778,0.128,-0.002,-0.678,-0.696,-1.39,-1.477,-0.674,1.605,1.388,0.13,0.087,0.74,7.17,-1.801,0,"New York",2020-12-01
"240",2011,1,0.238,-0.075,-0.154,-0.321,-0.324,-0.493,-0.554,-0.315,0.479,0.339,0.079,0.061,NA,NA,-1.009,0,"Baltimore",2011-01-01
"241",2011,2,0.347,-0.074,-0.161,-0.325,-0.329,-0.496,-0.583,-0.329,0.509,0.335,0.087,0.087,NA,NA,-1.023,0,"Baltimore",2011-02-01
"242",2011,3,0.752,0.061,-0.009,-0.171,-0.176,-0.343,-0.419,-0.179,0.48,0.334,0.07,0.076,11.45,5.79,-0.662,0,"Baltimore",2011-03-01
"243",2011,4,0.88,0.125,0.05,-0.129,-0.126,-0.301,-0.38,-0.128,0.505,0.351,0.075,0.079,NA,NA,-0.794,0,"Baltimore",2011-04-01
"244",2011,5,0.595,0.263,0.17,-0.005,-0.013,-0.195,-0.246,0.008,0.509,0.365,0.093,0.051,11.42,5.73,-0.689,0,"Baltimore",2011-05-01
"245",2011,6,0.578,0.203,0.107,-0.07,-0.075,-0.256,-0.305,-0.051,0.508,0.363,0.096,0.049,11.42,5.58,-0.648,0,"Baltimore",2011-06-01
"246",2011,7,0.472,0.201,0.105,-0.078,-0.08,-0.265,-0.321,-0.06,0.522,0.37,0.096,0.056,11.42,5.57,-0.533,0,"Baltimore",2011-07-01
"247",2011,8,0.477,0.182,0.112,-0.076,-0.074,-0.259,-0.32,-0.069,0.502,0.371,0.07,0.061,NA,NA,-0.887,0,"Baltimore",2011-08-01
"248",2011,9,0.67,0.32,0.241,0.045,0.048,-0.145,-0.204,0.058,0.524,0.386,0.079,0.059,NA,NA,-0.705,0,"Baltimore",2011-09-01
"249",2011,10,0.641,0.218,0.1,-0.074,-0.085,-0.27,-0.341,-0.062,0.559,0.37,0.118,0.071,NA,NA,-0.687,0,"Baltimore",2011-10-01
"250",2011,11,0.41,0.101,-0.007,-0.175,-0.187,-0.367,-0.439,-0.169,0.54,0.36,0.108,0.072,NA,NA,-0.797,0,"Baltimore",2011-11-01
"251",2011,12,0.56,0.028,-0.062,-0.235,-0.239,-0.415,-0.498,-0.235,0.526,0.353,0.09,0.083,11.59,5.82,-0.783,0,"Baltimore",2011-12-01
"252",2012,1,0.248,-0.044,-0.155,-0.32,-0.323,-0.49,-0.579,-0.312,0.535,0.335,0.111,0.089,11.51,5.62,-1.104,0,"Baltimore",2012-01-01
"253",2012,2,0.215,-0.062,-0.155,-0.325,-0.327,-0.499,-0.568,-0.315,0.506,0.344,0.093,0.069,11.51,5.66,-1.17,0,"Baltimore",2012-02-01
"254",2012,3,0.34,0.027,-0.049,-0.219,-0.225,-0.4,-0.452,-0.213,0.479,0.351,0.076,0.052,NA,NA,-0.841,0,"Baltimore",2012-03-01
"255",2012,4,0.401,0.057,-0.039,-0.218,-0.213,-0.387,-0.455,-0.199,0.512,0.348,0.096,0.068,NA,NA,-0.869,0,"Baltimore",2012-04-01
"256",2012,5,0.407,0.149,0.073,-0.099,-0.102,-0.277,-0.315,-0.083,0.464,0.35,0.076,0.038,11.5,5.7,-0.575,0,"Baltimore",2012-05-01
"257",2012,6,0.607,0.247,0.149,-0.028,-0.032,-0.213,-0.278,-0.016,0.525,0.362,0.098,0.065,NA,NA,-0.632,0,"Baltimore",2012-06-01
"258",2012,7,0.346,0.176,0.082,-0.097,-0.1,-0.282,-0.339,-0.082,0.515,0.364,0.094,0.057,11.43,5.6,-0.513,0,"Baltimore",2012-07-01
"259",2012,8,0.386,0.199,0.119,-0.057,-0.057,-0.232,-0.275,-0.038,0.474,0.351,0.08,0.043,11.43,5.6,-0.504,0,"Baltimore",2012-08-01
"260",2012,9,0.624,0.139,0.063,-0.121,-0.114,-0.291,-0.361,-0.111,0.5,0.354,0.076,0.07,NA,NA,-0.642,0,"Baltimore",2012-09-01
"261",2012,10,0.906,0.153,0.059,-0.101,-0.111,-0.281,-0.354,-0.1,0.507,0.34,0.094,0.073,NA,NA,-0.689,0,"Baltimore",2012-10-01
"262",2012,12,0.644,0.085,-0.011,-0.181,-0.181,-0.35,-0.429,-0.172,0.514,0.339,0.096,0.079,NA,NA,-0.772,0,"Baltimore",2012-12-01
"263",2013,1,0.321,-0.052,-0.127,-0.296,-0.293,-0.459,-0.542,-0.297,0.49,0.332,0.075,0.083,NA,NA,-0.877,0,"Baltimore",2013-01-01
"264",2013,2,0.404,-0.11,-0.185,-0.34,-0.342,-0.498,-0.547,-0.329,0.437,0.313,0.075,0.049,11.48,5.7,-1.011,0,"Baltimore",2013-02-01
"265",2013,3,0.468,0.035,-0.045,-0.221,-0.214,-0.383,-0.447,-0.206,0.482,0.338,0.08,0.064,NA,NA,-0.798,0,"Baltimore",2013-03-01
"266",2013,4,0.477,0.082,0,-0.177,-0.176,-0.352,-0.416,-0.167,0.498,0.352,0.082,0.064,NA,NA,-0.735,0,"Baltimore",2013-04-01
"267",2013,5,0.307,0.053,-0.026,-0.197,-0.198,-0.369,-0.419,-0.183,0.472,0.343,0.079,0.05,11.47,5.6,-1.065,0,"Baltimore",2013-05-01
"268",2013,6,0.352,0.151,0.056,-0.124,-0.125,-0.306,-0.355,-0.102,0.506,0.362,0.095,0.049,11.51,5.57,-0.617,0,"Baltimore",2013-06-01
"269",2013,7,0.38,0.162,0.079,-0.098,-0.099,-0.276,-0.325,-0.082,0.487,0.355,0.083,0.049,11.43,5.72,-0.54,0,"Baltimore",2013-07-01
"270",2013,8,0.429,0.175,0.102,-0.071,-0.07,-0.242,-0.3,-0.063,0.475,0.344,0.073,0.058,11.47,5.64,-0.593,0,"Baltimore",2013-08-01
"271",2013,9,0.375,0.161,0.079,-0.089,-0.09,-0.259,-0.318,-0.079,0.479,0.338,0.082,0.059,11.4,5.62,-0.594,0,"Baltimore",2013-09-01
"272",2013,10,0.443,0.192,0.117,-0.06,-0.056,-0.229,-0.271,-0.04,0.463,0.346,0.075,0.042,NA,NA,-0.633,0,"Baltimore",2013-10-01
"273",2013,11,0.313,-0.055,-0.166,-0.322,-0.329,-0.492,-0.573,-0.314,0.518,0.326,0.111,0.081,NA,NA,-1.095,0,"Baltimore",2013-11-01
"274",2013,12,0.259,-0.043,-0.119,-0.291,-0.289,-0.458,-0.523,-0.283,0.48,0.339,0.076,0.065,NA,NA,-0.858,0,"Baltimore",2013-12-01
"275",2014,1,0.351,-0.089,-0.187,-0.367,-0.367,-0.546,-0.649,-0.369,0.56,0.359,0.098,0.103,NA,NA,-1.14,0,"Baltimore",2014-01-01
"276",2014,2,0.107,-0.107,-0.199,-0.362,-0.363,-0.527,-0.615,-0.361,0.508,0.328,0.092,0.088,11.55,5.56,-0.979,0,"Baltimore",2014-02-01
"277",2014,3,0.292,-0.043,-0.118,-0.302,-0.291,-0.463,-0.546,-0.295,0.503,0.345,0.075,0.083,NA,NA,-1.027,0,"Baltimore",2014-03-01
"278",2014,4,0.676,0.118,0.026,-0.149,-0.151,-0.327,-0.398,-0.14,0.516,0.353,0.092,0.071,11.35,5.67,-1.096,0,"Baltimore",2014-04-01
"279",2014,5,0.649,0.153,0.071,-0.101,-0.107,-0.285,-0.348,-0.098,0.501,0.356,0.082,0.063,11.32,5.73,-0.488,0,"Baltimore",2014-05-01
"280",2014,6,0.427,0.202,0.124,-0.051,-0.055,-0.234,-0.282,-0.04,0.484,0.358,0.078,0.048,11.45,5.6,-0.54,0,"Baltimore",2014-06-01
"281",2014,7,0.327,0.153,0.074,-0.11,-0.108,-0.29,-0.345,-0.096,0.498,0.364,0.079,0.055,NA,NA,-0.818,0,"Baltimore",2014-07-01
"282",2014,8,0.537,0.206,0.136,-0.041,-0.039,-0.214,-0.273,-0.034,0.479,0.35,0.07,0.059,11.41,5.67,-0.44,0,"Baltimore",2014-08-01
"283",2014,9,0.477,0.184,0.112,-0.061,-0.063,-0.238,-0.31,-0.063,0.494,0.35,0.071,0.072,11.38,5.63,-0.539,0,"Baltimore",2014-09-01
"284",2014,10,0.845,0.177,0.101,-0.063,-0.065,-0.23,-0.307,-0.065,0.484,0.331,0.076,0.077,11.45,5.48,-0.779,0,"Baltimore",2014-10-01
"285",2014,11,0.224,-0.025,-0.125,-0.288,-0.291,-0.457,-0.547,-0.286,0.522,0.332,0.1,0.09,11.54,5.5,-0.975,0,"Baltimore",2014-11-01
"286",2014,12,0.43,-0.019,-0.079,-0.25,-0.246,-0.412,-0.476,-0.248,0.457,0.333,0.06,0.064,NA,NA,-1,0,"Baltimore",2014-12-01
"287",2015,1,0.24,-0.139,-0.243,-0.412,-0.408,-0.572,-0.651,-0.395,0.512,0.329,0.104,0.079,NA,NA,-1.225,0,"Baltimore",2015-01-01
"288",2015,2,0.421,-0.111,-0.207,-0.398,-0.395,-0.583,-0.679,-0.395,0.568,0.376,0.096,0.096,NA,NA,-1.509,0,"Baltimore",2015-02-01
"289",2015,3,0.125,-0.144,-0.218,-0.385,-0.386,-0.553,-0.614,-0.379,0.47,0.335,0.074,0.061,11.56,5.57,-0.875,0,"Baltimore",2015-03-01
"290",2015,4,0.464,0,-0.075,-0.242,-0.244,-0.413,-0.484,-0.242,0.484,0.338,0.075,0.071,11.49,5.74,-0.967,0,"Baltimore",2015-04-01
"291",2015,5,0.28,0.034,-0.052,-0.223,-0.222,-0.392,-0.43,-0.198,0.464,0.34,0.086,0.038,11.5,5.67,-0.824,0,"Baltimore",2015-05-01
"292",2015,6,0.425,0.169,0.085,-0.101,-0.101,-0.286,-0.346,-0.089,0.515,0.371,0.084,0.06,NA,NA,-0.547,0,"Baltimore",2015-06-01
"293",2015,7,0.446,0.203,0.127,-0.053,-0.054,-0.234,-0.283,-0.04,0.486,0.361,0.076,0.049,11.42,5.75,-0.446,0,"Baltimore",2015-07-01
"294",2015,8,0.583,0.171,0.103,-0.077,-0.077,-0.257,-0.311,-0.07,0.482,0.36,0.068,0.054,11.39,5.62,-0.55,0,"Baltimore",2015-08-01
"295",2015,9,0.496,0.203,0.139,-0.035,-0.037,-0.212,-0.264,-0.031,0.467,0.351,0.064,0.052,11.43,5.6,-0.482,0,"Baltimore",2015-09-01
"296",2015,10,0.618,0.169,0.088,-0.083,-0.085,-0.258,-0.326,-0.078,0.494,0.345,0.081,0.068,11.41,5.57,-0.682,0,"Baltimore",2015-10-01
"297",2015,11,0.52,0.044,-0.045,-0.209,-0.212,-0.378,-0.444,-0.2,0.488,0.333,0.089,0.066,11.52,5.58,-0.812,0,"Baltimore",2015-11-01
"298",2015,12,0.361,0.067,-0.026,-0.192,-0.194,-0.362,-0.418,-0.176,0.485,0.336,0.093,0.056,11.54,5.59,-0.761,0,"Baltimore",2015-12-01
"299",2016,1,0.51,-0.063,-0.133,-0.313,-0.301,-0.468,-0.565,-0.314,0.502,0.335,0.07,0.097,NA,NA,-1.152,0,"Baltimore",2016-01-01
"300",2016,2,0.631,-0.025,-0.108,-0.274,-0.277,-0.445,-0.529,-0.277,0.504,0.337,0.083,0.084,NA,NA,-1.014,0,"Baltimore",2016-02-01
"301",2016,3,0.288,0.029,-0.051,-0.218,-0.221,-0.391,-0.452,-0.212,0.481,0.34,0.08,0.061,11.48,5.67,-0.792,0,"Baltimore",2016-03-01
"302",2016,4,0.462,0.096,0,-0.164,-0.169,-0.338,-0.424,-0.164,0.52,0.338,0.096,0.086,11.34,5.48,-1.176,0,"Baltimore",2016-04-01
"303",2016,5,0.51,0.108,0.03,-0.144,-0.147,-0.323,-0.359,-0.126,0.467,0.353,0.078,0.036,11.49,5.67,-0.702,0,"Baltimore",2016-05-01
"304",2016,6,0.372,0.146,0.048,-0.129,-0.132,-0.312,-0.352,-0.103,0.498,0.36,0.098,0.04,11.52,5.6,-0.576,0,"Baltimore",2016-06-01
"305",2016,7,0.324,0.148,0.069,-0.113,-0.116,-0.301,-0.358,-0.105,0.506,0.37,0.079,0.057,11.62,5.71,-0.517,0,"Baltimore",2016-07-01
"306",2016,8,0.403,0.161,0.079,-0.104,-0.105,-0.288,-0.347,-0.093,0.508,0.367,0.082,0.059,11.53,5.7,-0.564,0,"Baltimore",2016-08-01
"307",2016,9,0.478,0.274,0.199,0.02,0.025,-0.149,-0.211,0.031,0.485,0.348,0.075,0.062,NA,NA,-0.454,0,"Baltimore",2016-09-01
"308",2016,10,0.518,0.162,0.087,-0.102,-0.089,-0.265,-0.351,-0.095,0.513,0.352,0.075,0.086,NA,NA,-0.977,0,"Baltimore",2016-10-01
"309",2016,11,0.283,0.002,-0.08,-0.242,-0.243,-0.405,-0.47,-0.234,0.472,0.325,0.082,0.065,NA,NA,-0.94,0,"Baltimore",2016-11-01
"310",2016,12,0.25,-0.05,-0.159,-0.311,-0.316,-0.472,-0.546,-0.298,0.496,0.313,0.109,0.074,11.53,5.6,-0.925,0,"Baltimore",2016-12-01
"311",2017,1,0.321,-0.042,-0.131,-0.286,-0.293,-0.455,-0.516,-0.279,0.474,0.324,0.089,0.061,NA,NA,-0.938,0,"Baltimore",2017-01-01
"312",2017,2,0.198,-0.034,-0.121,-0.289,-0.29,-0.459,-0.516,-0.275,0.482,0.338,0.087,0.057,11.51,5.65,-1.014,0,"Baltimore",2017-02-01
"313",2017,3,0.276,-0.176,-0.242,-0.409,-0.409,-0.576,-0.627,-0.402,0.451,0.334,0.066,0.051,11.43,5.59,-1.022,0,"Baltimore",2017-03-01
"314",2017,4,0.503,0.153,0.08,-0.099,-0.101,-0.281,-0.338,-0.093,0.491,0.361,0.073,0.057,11.33,5.71,-0.551,0,"Baltimore",2017-04-01
"315",2017,5,0.536,0.226,0.14,-0.033,-0.037,-0.213,-0.269,-0.022,0.495,0.353,0.086,0.056,11.42,5.62,-0.537,0,"Baltimore",2017-05-01
"316",2017,6,0.439,0.181,0.111,-0.065,-0.066,-0.243,-0.291,-0.055,0.472,0.354,0.07,0.048,11.49,5.68,-0.53,0,"Baltimore",2017-06-01
"317",2017,7,0.437,0.201,0.115,-0.069,-0.068,-0.251,-0.308,-0.054,0.509,0.366,0.086,0.057,11.52,5.83,-0.475,0,"Baltimore",2017-07-01
"318",2017,8,0.498,0.225,0.146,-0.027,-0.03,-0.205,-0.255,-0.015,0.48,0.351,0.079,0.05,11.43,5.69,-0.488,0,"Baltimore",2017-08-01
"319",2017,9,0.472,0.21,0.148,-0.033,-0.027,-0.202,-0.257,-0.024,0.467,0.35,0.062,0.055,NA,NA,-0.556,0,"Baltimore",2017-09-01
"320",2017,10,0.649,0.195,0.098,-0.063,-0.075,-0.248,-0.3,-0.053,0.495,0.346,0.097,0.052,NA,NA,-0.664,0,"Baltimore",2017-10-01
"321",2017,11,0.521,0.118,0.016,-0.151,-0.152,-0.32,-0.384,-0.133,0.502,0.336,0.102,0.064,NA,NA,-0.772,0,"Baltimore",2017-11-01
"322",2017,12,0.35,-0.057,-0.149,-0.316,-0.318,-0.486,-0.571,-0.314,0.514,0.337,0.092,0.085,NA,NA,-0.985,0,"Baltimore",2017-12-01
"323",2018,1,0.132,-0.218,-0.295,-0.471,-0.468,-0.641,-0.733,-0.476,0.515,0.346,0.077,0.092,NA,NA,-1.609,0,"Baltimore",2018-01-01
"324",2018,2,0.283,-0.04,-0.125,-0.295,-0.295,-0.464,-0.546,-0.293,0.506,0.339,0.085,0.082,11.46,5.67,-1.056,0,"Baltimore",2018-02-01
"325",2018,3,0.646,0.048,-0.043,-0.245,-0.218,-0.393,-0.466,-0.209,0.514,0.35,0.091,0.073,NA,NA,-1.792,0,"Baltimore",2018-03-01
"326",2018,4,0.61,0.054,-0.029,-0.197,-0.2,-0.37,-0.432,-0.189,0.486,0.341,0.083,0.062,11.46,5.62,-0.794,0,"Baltimore",2018-04-01
"327",2018,5,0.409,0.151,0.07,-0.103,-0.109,-0.287,-0.331,-0.09,0.482,0.357,0.081,0.044,11.46,5.65,-0.516,0,"Baltimore",2018-05-01
"328",2018,6,0.495,0.265,0.171,-0.007,-0.01,-0.19,-0.237,0.014,0.502,0.361,0.094,0.047,11.39,5.68,-0.545,0,"Baltimore",2018-06-01
"329",2018,7,0.562,0.251,0.173,-0.012,-0.011,-0.194,-0.251,0,0.502,0.367,0.078,0.057,NA,NA,-0.656,0,"Baltimore",2018-07-01
"330",2018,8,0.469,0.2,0.133,-0.05,-0.054,-0.24,-0.29,-0.045,0.49,0.373,0.067,0.05,11.45,5.77,-0.473,0,"Baltimore",2018-08-01
"331",2018,9,0.662,0.381,0.287,0.109,0.101,-0.084,-0.144,0.118,0.525,0.371,0.094,0.06,NA,NA,-0.456,0,"Baltimore",2018-09-01
"332",2018,10,0.419,0.219,0.145,-0.073,-0.05,-0.245,-0.339,-0.06,0.558,0.39,0.074,0.094,NA,NA,-1.019,0,"Baltimore",2018-10-01
"333",2018,11,0.607,0.127,0.008,-0.171,-0.175,-0.358,-0.439,-0.156,0.566,0.366,0.119,0.081,NA,NA,-0.795,0,"Baltimore",2018-11-01
"334",2018,12,0.56,0.147,0.059,-0.12,-0.126,-0.311,-0.373,-0.113,0.52,0.37,0.088,0.062,11.4,5.82,-0.696,0,"Baltimore",2018-12-01
"335",2019,1,0.373,0.062,-0.017,-0.223,-0.205,-0.392,-0.491,-0.215,0.553,0.375,0.079,0.099,NA,NA,-1.305,0,"Baltimore",2019-01-01
"336",2019,2,0.249,0.001,-0.081,-0.259,-0.264,-0.447,-0.507,-0.253,0.508,0.366,0.082,0.06,11.5,5.81,-0.838,0,"Baltimore",2019-02-01
"337",2019,3,0.304,0.037,-0.024,-0.196,-0.197,-0.369,-0.427,-0.195,0.464,0.345,0.061,0.058,NA,NA,-0.787,0,"Baltimore",2019-03-01
"338",2019,4,0.543,0.163,0.061,-0.126,-0.126,-0.312,-0.382,-0.11,0.545,0.373,0.102,0.07,NA,NA,-0.937,0,"Baltimore",2019-04-01
"339",2019,5,0.504,0.26,0.167,-0.013,-0.02,-0.206,-0.265,-0.003,0.525,0.373,0.093,0.059,11.44,5.7,-0.576,0,"Baltimore",2019-05-01
"340",2019,6,0.431,0.218,0.123,-0.054,-0.059,-0.24,-0.293,-0.038,0.511,0.363,0.095,0.053,11.54,5.79,-0.524,0,"Baltimore",2019-06-01
"341",2019,7,0.381,0.236,0.148,-0.035,-0.038,-0.223,-0.267,-0.016,0.503,0.371,0.088,0.044,11.48,5.66,-0.405,0,"Baltimore",2019-07-01
"342",2019,8,0.587,0.247,0.166,-0.016,-0.016,-0.198,-0.247,0,0.494,0.364,0.081,0.049,11.39,5.64,-0.475,0,"Baltimore",2019-08-01
"343",2019,9,0.56,0.309,0.211,0.037,0.036,-0.138,-0.21,0.049,0.519,0.349,0.098,0.072,11.41,5.59,-0.521,0,"Baltimore",2019-09-01
"344",2019,10,0.759,0.301,0.229,0.049,0.056,-0.116,-0.19,0.055,0.491,0.345,0.072,0.074,NA,NA,-0.776,0,"Baltimore",2019-10-01
"345",2019,11,0.688,0.14,0.042,-0.148,-0.136,-0.313,-0.413,-0.137,0.553,0.355,0.098,0.1,NA,NA,-1.009,0,"Baltimore",2019-11-01
"346",2019,12,0.382,0.038,-0.053,-0.23,-0.227,-0.401,-0.453,-0.208,0.491,0.348,0.091,0.052,NA,NA,-0.94,0,"Baltimore",2019-12-01
"347",2020,1,0.474,0.034,-0.078,-0.237,-0.242,-0.405,-0.472,-0.219,0.506,0.327,0.112,0.067,NA,NA,-0.981,0,"Baltimore",2020-01-01
"348",2020,2,0.419,0.021,-0.055,-0.222,-0.224,-0.392,-0.455,-0.217,0.476,0.337,0.076,0.063,NA,NA,-0.902,0,"Baltimore",2020-02-01
"349",2020,3,0.402,0.091,0.023,-0.141,-0.139,-0.3,-0.377,-0.143,0.468,0.323,0.068,0.077,11.51,5.6,-0.825,0,"Baltimore",2020-03-01
"350",2020,4,0.791,0.173,0.062,-0.089,-0.112,-0.286,-0.359,-0.093,0.532,0.348,0.111,0.073,NA,NA,-0.78,0,"Baltimore",2020-04-01
"351",2020,5,0.412,0.123,0.033,-0.123,-0.133,-0.299,-0.359,-0.118,0.482,0.332,0.09,0.06,11.41,5.67,-0.802,0,"Baltimore",2020-05-01
"352",2020,6,0.348,0.216,0.126,-0.045,-0.049,-0.224,-0.259,-0.021,0.475,0.35,0.09,0.035,11.43,5.63,-0.483,0,"Baltimore",2020-06-01
"353",2020,7,0.494,0.247,0.153,-0.028,-0.031,-0.215,-0.269,-0.011,0.516,0.368,0.094,0.054,11.46,5.68,-0.411,0,"Baltimore",2020-07-01
"354",2020,8,0.527,0.233,0.144,-0.033,-0.038,-0.219,-0.274,-0.021,0.507,0.363,0.089,0.055,11.45,5.6,-0.435,0,"Baltimore",2020-08-01
"355",2020,9,0.42,0.228,0.16,-0.008,-0.011,-0.181,-0.247,-0.01,0.475,0.341,0.068,0.066,11.47,5.63,-0.537,0,"Baltimore",2020-09-01
"356",2020,10,0.431,0.183,0.102,-0.073,-0.073,-0.247,-0.304,-0.061,0.487,0.349,0.081,0.057,NA,NA,-0.691,0,"Baltimore",2020-10-01
"357",2020,11,0.683,0.091,-0.003,-0.174,-0.173,-0.343,-0.401,-0.155,0.492,0.34,0.094,0.058,NA,NA,-0.911,0,"Baltimore",2020-11-01
"358",2020,12,0.652,0.056,-0.047,-0.205,-0.214,-0.381,-0.452,-0.198,0.508,0.334,0.103,0.071,NA,NA,-0.852,0,"Baltimore",2020-12-01
"359",2011,1,0.309,-0.089,-0.211,-0.989,-1.021,-1.831,-1.903,-0.996,1.814,1.62,0.122,0.072,0.34,6.62,-2.301,0,"Charleston",2011-01-01
"360",2011,2,0.235,-0.087,-0.201,-0.966,-1.002,-1.804,-1.879,-0.983,1.792,1.603,0.114,0.075,0.27,6.47,-2.315,0,"Charleston",2011-02-01
"361",2011,3,0.353,-0.021,-0.115,-0.872,-0.908,-1.702,-1.765,-0.893,1.744,1.587,0.094,0.063,0.38,6.59,-2.219,0,"Charleston",2011-03-01
"362",2011,4,0.318,-0.08,-0.197,-0.957,-0.997,-1.797,-1.855,-0.967,1.775,1.6,0.117,0.058,0.31,6.5,-2.152,0,"Charleston",2011-04-01
"363",2011,5,0.429,0.041,-0.092,-0.841,-0.884,-1.676,-1.728,-0.843,1.769,1.584,0.133,0.052,0.35,6.59,-2.014,0,"Charleston",2011-05-01
"364",2011,6,0.466,0.042,-0.102,-0.856,-0.901,-1.7,-1.764,-0.861,1.806,1.598,0.144,0.064,0.34,6.57,-1.966,0,"Charleston",2011-06-01
"365",2011,7,0.446,0.067,-0.058,-0.817,-0.864,-1.67,-1.747,-0.84,1.814,1.612,0.125,0.077,0.3,6.52,-2.022,0,"Charleston",2011-07-01
"366",2011,8,0.577,0.157,0.065,-0.702,-0.754,-1.574,-1.635,-0.739,1.792,1.639,0.092,0.061,0.34,6.59,-1.959,0,"Charleston",2011-08-01
"367",2011,9,0.343,0.128,0.057,-0.695,-0.747,-1.552,-1.601,-0.736,1.729,1.609,0.071,0.049,0.43,6.61,-1.934,0,"Charleston",2011-09-01
"368",2011,10,0.424,0.147,0.041,-0.713,-0.76,-1.561,-1.6,-0.726,1.747,1.602,0.106,0.039,0.49,6.63,-2.044,0,"Charleston",2011-10-01
"369",2011,11,0.391,0.089,-0.023,-0.782,-0.828,-1.634,-1.689,-0.8,1.778,1.611,0.112,0.055,0.4,6.66,-2.331,0,"Charleston",2011-11-01
"370",2011,12,0.464,0.001,-0.116,-0.875,-0.911,-1.707,-1.77,-0.884,1.771,1.591,0.117,0.063,0.41,6.59,-2.19,0,"Charleston",2011-12-01
"371",2012,1,0.3,-0.158,-0.258,-1.011,-1.047,-1.837,-1.913,-1.036,1.755,1.579,0.1,0.077,0.32,6.54,-2.307,0,"Charleston",2012-01-01
"372",2012,2,0.282,-0.047,-0.137,-0.898,-0.932,-1.728,-1.791,-0.919,1.744,1.591,0.09,0.063,0.37,6.56,-2.063,0,"Charleston",2012-02-01
